"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","age","educ","income","fruitsperday","vegsperday","ffq_veg_tomatoes","ffq_veg_stringbeans","ffq_veg_beans","ffq_veg_peas","ffq_veg_broccoli","ffq_veg_cauliflower","ffq_veg_cabbage","ffq_veg_carrot","ffq_veg_squash","ffq_veg_sweetpotatoes","ffq_veg_check6","ffq_veg_kale","ffq_veg_spinach","ffq_veg_lettuce","ffq_veg_celery","ffq_veg_peppers","ffq_veg_onions","ffq_veg_asparagus","ffq_veg_mushrooms","FFQ_F_grapes","ffq_fruit_bananas","ffq_fruit_canaloupe","ffq_fruit_avocado","ffq_fruit_apples","ffq_fruit_pears","ffq_fruit_oranges","ffq_fruit_grapefruit","ffq_fruit_check30","ffq_fruit_strawberries","ffq_fruit_blueberries","ffq_fruit_peaches","ffq_fruit_plums","ffq_time_First.Click","ffq_time_Last.Click","ffq_time_Page.Submit","ffq_time_Click.Count","e01","e02","e03","e04","e05","e06r","e07r","e08","check_2","m01","m02","m03","m04","m05","m06","m07r","check_7","comments","assignmentId","hitId","workerId","surv_time","surv_pay"
"2019-02-26 09:43:41","2019-02-26 09:46:36","0","fae535166e9e1d13","100","175","1","2019-02-26 09:46:37","R_29ulIDlWDL0BtLc","","","","",46.58,-87.46,"anonymous","EN","1","24","3","1","0.25","0.25","16","1","1","1","6","1","1","2.5","1","1","6","1","1","6","1","2.5","2.5","1","2.5","1","2.5","1","2.5","2.5","1","2.5","1","30","6","2.5","1","1","3.329","25.465","26.024","27","7","7","7","7","7","7","1","7","2","3","7","1","7","5","5","3","7","","3G2UL9A02DEUNIW5HRPOUNV2ZV7674","3S4TINXCC0N4SG7542IWS580JUKBOS","01e1b2ece82c88be","8","1.10"
"2019-02-26 09:44:10","2019-02-26 09:47:22","0","14d99a8f20daebf9","100","192","1","2019-02-26 09:47:23","R_2CWIVXXDNbzlS5U","","","","",42.91,-83.48,"anonymous","EN","1","30","2","2","0.25","0.5","2.5","1","2.5","1","1","1","1","2.5","1","1","6","1","1","1","1","1","1","1","1","1","2.5","1","1","2.5","1","1","1","30","1","1","1","1","1.59","25.89","26.631","30","4","3","6","5","4","3","2","6","2","5","6","3","6","4","5","3","7","","3MHW492WW0DYNBITM5ZLPX8RBDSVMU","3S4TINXCC0N4SG7542IWS580JUKBOS","307ae8bc50e8e1b0","8","1.10"
"2019-02-26 09:44:55","2019-02-26 09:49:15","0","d25cef9d3db1ec26","100","260","1","2019-02-26 09:49:16","R_12u66F9apvMcNBG","","","","",43.08,-88.03,"anonymous","EN","1","26","4","3","4","4","2.5","6","6","6","2.5","2.5","2.5","6","6","1","6","6","6","1","1","6","6","6","6","2.5","16","2.5","2.5","16","16","16","16","30","2.5","6","16","16","1.605","28.221","29.433","27","7","7","7","7","7","7","7","7","2","7","7","7","7","7","7","7","7","Everything was clear with no errors at all!","3AMW0RGHOD2R096XCU5MWK89UF1NP1","3S4TINXCC0N4SG7542IWS580JUKBOS","5f17c232cac3d7bd","8","1.10"
"2019-02-26 09:22:23","2019-02-26 09:50:09","0","fc5a7ba7032e824d","100","1666","1","2019-02-26 09:50:10","R_31TaVqwJ3T0frej","","","","",29.7,-98.48,"anonymous","EN","0","36","4","6","4","4","1","1","6","6","6","6","1","1","16","1","6","1","16","30","1","16","6","16","6","16","16","2.5","30","16","1","6","1","30","16","2.5","2.5","1","0.924","281.941","283.065","29","5","5","6","5","5","4","3","6","2","6","6","4","5","6","4","4","7","","3PDJHANYK5GRG72HU0B0L0KWDY36H6","3S4TINXCC0N4SG7542IWS580JUKBOS","aac57a584658df12","8","1.10"
"2019-02-26 09:44:48","2019-02-26 09:51:23","0","9f2ba6eab978a865","100","395","1","2019-02-26 09:51:24","R_3haKxW15XsW8DiD","","","","",39.96,32.79,"anonymous","EN","1","36","4","3","1.5","0.5","30","1","2.5","1","2.5","1","1","6","6","6","6","1","2.5","2.5","6","2.5","16","1","2.5","16","6","1","1","30","16","30","16","30","2.5","1","6","1","12.295","48.505","49.555","28","5","4","3","6","3","5","5","5","2","6","4","6","5","6","6","5","7","","3570Y55XZPJFZVHCGDOAJRSOX8IYGY","3S4TINXCC0N4SG7542IWS580JUKBOS","909e77fbf7aaba2b","8","1.10"
"2019-02-26 09:40:25","2019-02-26 09:51:37","0","b626a06a018af1b2","100","672","1","2019-02-26 09:51:37","R_PMMkhsy6uUW6G7n","","","","",12.83,79.72,"anonymous","EN","1","48","3","3","1","1","30","16","16","16","30","30","16","30","16","30","6","2.5","30","16","6","30","30","30","16","16","30","16","6","30","30","30","30","30","16","16","6","2.5","22.269","55.752","57.466","26","5","6","6","4","5","3","4","6","2","6","6","7","5","6","6","2","7","good study","3BF51CHDTVAW2WG2SBVJCZA50VGH0F","3S4TINXCC0N4SG7542IWS580JUKBOS","3d71e2827812c182","8","1.10"
"2019-02-26 09:48:44","2019-02-26 09:51:54","0","3cba5e62c8793672","100","190","1","2019-02-26 09:51:55","R_wY7MZWwBHv46EX7","","","","",29.65,-95.8,"anonymous","EN","1","32","4","5","2","2","1","1","2.5","1","30","1","1","30","6","6","6","1","1","30","1","6","6","16","2.5","2.5","30","6","30","16","1","1","1","30","6","2.5","1","1","2.031","26.36","27.036","26","3","6","7","5","6","7","6","5","2","6","6","6","5","6","6","6","7","","3MAOD8E57QAW9I8OYLF3QXUCWEANXP","3S4TINXCC0N4SG7542IWS580JUKBOS","bc2ba12dd2b36c53","8","1.10"
"2019-02-26 09:49:45","2019-02-26 09:52:15","0","0ac601dc2e9fbe03","100","150","1","2019-02-26 09:52:15","R_1mrxNeakwAWPPB6","","","","",38.77,-76.58,"anonymous","EN","0","30","3","2","1","1","6","6","1","1","2.5","1","2.5","2.5","1","1","6","1","1","2.5","1","6","6","2.5","16","2.5","16","1","1","2.5","1","2.5","1","30","1","1","1","1","1.276","27.799","28.183","33","4","4","4","4","4","4","4","4","2","4","4","4","4","4","4","4","7","","3LEP4MGT3G0GA3EA4V9I5VRQZ7KBDM","3S4TINXCC0N4SG7542IWS580JUKBOS","93b17be36c2466a4","8","1.10"
"2019-02-26 09:37:16","2019-02-26 09:53:34","0","25361a4f6e4bdba0","100","978","1","2019-02-26 09:53:35","R_xi6k7aP7LL0mtKp","","","","",39.86,-75.43,"anonymous","EN","0","44","2","6","2","3","1","16","1","2.5","16","16","2.5","6","6","16","6","30","2.5","6","1","2.5","16","1","1","16","30","1","6","1","1","2.5","1","30","30","2.5","1","1","33.95","68.035","68.983","26","3","7","6","5","6","6","7","4","2","7","7","6","7","7","7","7","7","","3DYGAII7PL8C36JPSMX30E3EZQXPQZ","3S4TINXCC0N4SG7542IWS580JUKBOS","343742e16f68fde7","8","1.10"
"2019-02-26 09:50:00","2019-02-26 09:54:22","0","6cefed6cdb7610cb","100","262","1","2019-02-26 09:54:22","R_3JwkNsuhHklIPSq","","","","",39.07,-75.51,"anonymous","EN","0","46","2","4","1","1.5","6","6","1","2.5","2.5","1","1","1","2.5","1","6","1","1","6","1","1","2.5","2.5","1","2.5","1","1","1","2.5","1","2.5","2.5","30","2.5","1","2.5","1","2.221","29.909","30.301","28","2","4","2","4","4","3","3","2","2","2","1","4","3","5","7","5","7","no","3ZAK8W07I4E17IMMSA2IVEZVU3J0U0","3S4TINXCC0N4SG7542IWS580JUKBOS","b7dca8d6070d7f8f","8","1.10"
"2019-02-26 09:50:21","2019-02-26 09:54:27","0","0a5b6c63c403a2fa","100","245","1","2019-02-26 09:54:27","R_1PTX6Kgkboz1MHB","","","","",36.25,-83.51,"anonymous","EN","1","29","2","1","0.25","1","1","1","1","1","1","1","1","2.5","1","2.5","6","1","2.5","2.5","2.5","2.5","6","1","1","2.5","2.5","1","1","6","1","2.5","1","30","2.5","2.5","2.5","1","1.973","34.881","35.338","30","3","4","5","4","5","5","3","3","2","4","5","2","4","5","5","5","7","","3X65QVEQI0NIIKU8VC31ZS5DQ1MLCJ","3S4TINXCC0N4SG7542IWS580JUKBOS","58d9aecda5b87447","8","1.10"
"2019-02-26 09:51:19","2019-02-26 09:55:01","0","e5d47f6c4a9b4616","100","222","1","2019-02-26 09:55:02","R_2dzKq3t5e7rYZ4F","","","","",34.04,-117.76,"anonymous","EN","1","35","3","4","1","1.5","2.5","2.5","2.5","2.5","2.5","1","2.5","6","2.5","2.5","6","1","16","2.5","2.5","2.5","2.5","1","2.5","2.5","6","1","1","2.5","1","2.5","1","30","6","6","1","1","2.936","29.312","30.262","29","4","6","6","5","5","5","3","6","2","3","5","3","5","6","5","2","7","","3RU7GD8VPOTOGMY2KQM8VEIFHE9PSF","3S4TINXCC0N4SG7542IWS580JUKBOS","0d6000439a3dde48","8","1.10"
"2019-02-26 09:52:08","2019-02-26 09:56:19","0","9bb5045818498e85","100","250","1","2019-02-26 09:56:20","R_3PcthMestEb57z2","","","","",31.77,-106.3,"anonymous","EN","1","36","3","4","2","2","6","2.5","6","1","6","2.5","1","6","1","1","6","1","2.5","16","2.5","1","2.5","1","1","2.5","6","1","1","6","2.5","6","1","30","6","6","2.5","1","1.961","34.595","35.961","27","5","5","5","2","3","2","3","2","2","5","6","4","6","6","5","5","7","none","36PW28KO4ZWGJZNIUCK6G2P5H10EAN","3S4TINXCC0N4SG7542IWS580JUKBOS","12b11193546ca0b1","8","1.10"
"2019-02-26 09:53:50","2019-02-26 09:56:53","0","a6749d7393a38ef6","100","183","1","2019-02-26 09:56:54","R_vdkNXXigQZCNynf","","","","",42.36,-71.06,"anonymous","EN","1","25","4","4","2","2.5","1","2.5","6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","6","2.5","2.5","6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","6","2.5","2.5","2.5","2.5","1","30","2.5","2.5","6","6","4.094","32.719","33.736","26","5","4","4","4","5","4","4","5","2","4","4","4","4","4","5","4","7","","3NLZY2D53PPMCL4R0U4WJXUUUGNLQO","3S4TINXCC0N4SG7542IWS580JUKBOS","e54ec059827ac489","8","1.10"
"2019-02-26 09:46:19","2019-02-26 09:57:26","0","77b50aee892e132e","100","667","1","2019-02-26 09:57:26","R_1mz6UCacnZ9tQLQ","","","","",36.32,-94.15,"anonymous","EN","1","31","4","4","2.5","2","1","2.5","2.5","2.5","2.5","2.5","6","6","6","6","16","16","16","16","6","6","6","16","6","1","1","1","2.5","1","2.5","2.5","6","30","2.5","6","2.5","2.5","1.635","19.02","19.301","15","5","5","4","4","5","3","3","5","2","5","4","4","3","4","5","3","7","","3LYA37P8IQNOO9KKWCV598MGJGHBKZ","3S4TINXCC0N4SG7542IWS580JUKBOS","10cef188c39b9e39","8","1.10"
"2019-02-26 09:29:11","2019-02-26 09:57:37","0","6c39c2b8209c7ae9","100","1706","1","2019-02-26 09:57:38","R_1kUk1wGIyhNKERb","","","","",29.7,-82.31,"anonymous","EN","0","35","4","5","0.25","2","2.5","6","6","2.5","2.5","1","1","2.5","1","1","6","1","1","16","2.5","2.5","2.5","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","1.637","23.315","23.8","27","3","5","7","5","3","2","3","2","2","6","5","5","6","5","6","5","7","no","3DEL4X4EL6LQLHC25NOE7DSJ0YEYXQ","3S4TINXCC0N4SG7542IWS580JUKBOS","c76d03e5c5b8ce07","8","1.10"
"2019-02-26 09:53:20","2019-02-26 09:58:01","0","46b098ef0141a992","100","280","1","2019-02-26 09:58:01","R_3lLFQBWsXSwdUcW","","","","",39.47,-85.66,"anonymous","EN","1","25","2","2","1","3","1","1","1","1","1","1","1","6","1","1","6","2.5","2.5","6","1","16","30","1","1","1","6","1","1","6","1","6","1","30","2.5","2.5","1","1","2.919","33.424","35.12","28","5","3","6","5","3","6","1","2","2","2","6","4","6","5","2","2","7","interesting study, thanks.","3FE7TXL1LINGBZIJQOMR41VLOGWQ24","3S4TINXCC0N4SG7542IWS580JUKBOS","c194dfb97d05dae6","8","1.10"
"2019-02-26 09:53:57","2019-02-26 09:58:17","0","b03b0f9b3d6a664b","100","260","1","2019-02-26 09:58:17","R_1B5tQMP0LZb9rTr","","","","",28.48,-82.56,"anonymous","EN","1","38","5","1","2","1","6","1","1","1","2.5","1","1","1","1","2.5","6","1","1","6","1","1","6","1","1","2.5","6","1","1","1","1","1","2.5","30","2.5","2.5","1","1","28.07","28.07","29.137","1","5","5","6","5","5","3","6","5","2","5","5","5","5","5","5","2","5","none","3LPW2N6LKT202P8NPG8UC9VMBBTU5E","3S4TINXCC0N4SG7542IWS580JUKBOS","2573a5594982f3fb","8","1.10"
"2019-02-26 09:49:20","2019-02-26 10:01:48","0","bb890f25547d1afe","100","748","1","2019-02-26 10:01:49","R_3NBXjA85rFXxlNb","","","","",37.25,-81.27,"anonymous","EN","0","48","4","2","4","3","6","1","6","30","2.5","2.5","6","2.5","1","1","6","1","2.5","6","16","30","6","2.5","16","2.5","6","1","16","6","30","1","16","30","16","1","6","6","5.571","86.907","92.809","32","7","6","4","5","3","3","5","3","4","4","5","5","7","6","5","5","7","","3018Q3ZVOIQ5S3SNGI46F9OOWQQRAD","3S4TINXCC0N4SG7542IWS580JUKBOS","ee6a7bbba2f3b14f","8","1.10"
"2019-02-26 09:56:05","2019-02-26 10:02:33","0","6dc761dba623172d","100","387","1","2019-02-26 10:02:33","R_3oT4HxQqxJ85iym","","","","",42.06,-71.11,"anonymous","EN","1","33","4","3","1.5","1.5","2.5","6","2.5","1","6","1","1","1","2.5","2.5","6","1","2.5","16","2.5","6","16","2.5","2.5","1","16","1","2.5","6","2.5","1","2.5","30","1","1","2.5","2.5","1.652","30.881","34.133","26","2","6","5","6","3","4","1","2","2","5","6","4","6","6","5","3","7","","3LWJHTCVCCM0CTUVEJ1YOKPAXK1QFO","3S4TINXCC0N4SG7542IWS580JUKBOS","08c05af646744467","8","1.10"
"2019-02-26 09:58:31","2019-02-26 10:03:47","0","6a73dd20e9775a00","100","316","1","2019-02-26 10:03:48","R_1GDCfxyB4uvbUtz","","","","",13.08,80.28,"anonymous","EN","1","28","5","5","3","2.5","30","2.5","6","16","2.5","6","16","16","30","30","2.5","1","2.5","16","2.5","2.5","30","2.5","1","1","30","30","1","6","2.5","6","30","30","30","2.5","2.5","6","58.795","128.016","128.717","10","7","5","5","7","7","1","2","6","2","6","6","7","6","6","7","1","7","none","35GMH2SV3EH5L3HJ4VPOHX9A6I4OEW","3S4TINXCC0N4SG7542IWS580JUKBOS","6a81edfe2138e152","8","1.10"
"2019-02-26 09:43:28","2019-02-26 10:03:52","0","26653d22d6e64077","100","1223","1","2019-02-26 10:03:52","R_1IGckfinhQzOgPV","","","","",41.06,-72.43,"anonymous","EN","1","50","3","3","1.5","2","16","6","6","2.5","1","1","2.5","2.5","2.5","6","6","1","1","16","1","1","1","16","1","6","16","1","2.5","6","1","2.5","1","30","2.5","2.5","2.5","2.5","3.965","37.02","37.894","40","5","6","6","5","5","5","5","6","2","6","7","5","6","6","6","6","7","Thanks good luck with your work","38BQUHLA9W03XR9WLTD7U5EJFKVOML","3S4TINXCC0N4SG7542IWS580JUKBOS","1d6f289c1589d7c4","8","1.10"
"2019-02-26 10:01:49","2019-02-26 10:07:05","0","68751fdd8bd30de3","100","315","1","2019-02-26 10:07:05","R_OClpA0OUjpFdvcR","","","","",31.12,-97.73,"anonymous","EN","0","48","-1","2","2","3","6","2.5","6","16","16","2.5","1","6","2.5","6","6","1","2.5","30","30","2.5","16","1","2.5","2.5","16","2.5","6","1","2.5","16","2.5","30","1","30","16","2.5","7.173","40.225","43.129","14","5","5","6","4","6","6","5","4","2","4","7","6","5","7","6","3","7","","3P1L2B7AD1PJR9RBLHCSUSZUFF5LOG","3S4TINXCC0N4SG7542IWS580JUKBOS","3d687e133783fe67","8","1.10"
"2019-02-26 10:02:29","2019-02-26 10:08:31","0","5da95161057e9d12","100","362","1","2019-02-26 10:08:32","R_3PCeM055d79mX26","","","","",36.5,-80.61,"anonymous","EN","0","38","3","2","1","2","6","6","6","6","6","1","6","2.5","1","2.5","6","16","6","6","1","16","6","1","2.5","6","1","6","1","6","6","6","1","30","2.5","6","6","1","3.638","37.984","39.19","29","4","7","5","4","6","3","1","5","2","5","7","4","5","5","5","5","7","","3S96KQ6I9M4G6P8R4H035PXC5EKTDU","3S4TINXCC0N4SG7542IWS580JUKBOS","47b2923d135061f4","8","1.10"
"2019-02-26 10:06:19","2019-02-26 10:09:41","0","8b50f96802476723","100","202","1","2019-02-26 10:09:41","R_2X5Tvkm4NiOSqAX","","","","",37.33,-120.51,"anonymous","EN","1","36","4","3","2","2","2.5","2.5","2.5","1","16","2.5","1","2.5","2.5","2.5","6","1","6","6","2.5","2.5","2.5","1","6","1","30","1","1","16","1","30","1","30","1","1","2.5","1","2.969","26.352","27.039","28","3","6","6","6","5","7","1","1","2","5","7","5","6","7","5","7","7","none","3NPFYT4IZC4QZQR2BH280DLFV2OGXA","3S4TINXCC0N4SG7542IWS580JUKBOS","1b43111e1130be98","8","1.10"
"2019-02-26 10:07:00","2019-02-26 10:10:05","0","391e13a9a3076bf2","100","184","1","2019-02-26 10:10:06","R_0HrWkLgTajTcNwJ","","","","",40.43,-86.87,"anonymous","EN","0","34","2","4","0.5","1","1","1","1","2.5","2.5","1","1","2.5","1","1","6","1","30","6","1","1","2.5","6","1","16","16","2.5","1","2.5","2.5","1","1","30","2.5","6","1","1","3.844","29.775","30.869","14","3","4","5","4","3","6","6","4","2","3","6","1","6","6","6","2","7","","3IXQG4FA2TY47D1TSF4GJZ808M5B95","3S4TINXCC0N4SG7542IWS580JUKBOS","8bc4f4d846341919","8","1.10"
"2019-02-26 09:58:19","2019-02-26 10:10:08","0","8d0f911de4be1598","100","709","1","2019-02-26 10:10:08","R_2y71ACPD9fOZ2ZD","","","","",41.32,-72.93,"anonymous","EN","1","28","4","5","2","6","1","16","6","1","30","1","1","1","1","2.5","6","30","6","1","1","30","30","30","30","6","30","1","1","16","1","2.5","1","30","2.5","1","2.5","2.5","1.858","34.611","35.093","29","4","4","6","7","4","7","7","7","2","7","7","7","2","7","7","7","7","","3LO69W1SU3DVZWADXYZKPJQSOTELGT","3S4TINXCC0N4SG7542IWS580JUKBOS","2db8d35bab458254","8","1.10"
"2019-02-26 10:05:18","2019-02-26 10:10:16","0","ffb1a00620fd1c2d","100","298","1","2019-02-26 10:10:17","R_0uN0LIKtYyhGGrL","","","","",41.59,-88.05,"anonymous","EN","1","42","2","4","0.5","1.5","2.5","1","1","1","1","1","2.5","6","1","1","6","1","1","6","6","2.5","16","1","1","1","1","1","1","2.5","1","6","1","30","1","1","1","1","5.046","37.931","38.512","33","4","4","7","4","7","7","3","4","2","7","7","6","7","7","5","3","7","","3PEIJLRY6TTMWCH2QM6QMG73PQEXWQ","3S4TINXCC0N4SG7542IWS580JUKBOS","85ef1ee341d7f62c","8","1.10"
"2019-02-26 09:50:06","2019-02-26 10:13:04","0","ecb47466e3fa681e","100","1378","1","2019-02-26 10:13:05","R_2UfIbKfQGaxrfeU","","","","",29.69,-95.05,"anonymous","EN","0","30","2","3","2","1","30","16","6","1","1","1","1","6","6","2.5","6","1","1","6","2.5","2.5","6","1","1","6","6","1","1","16","16","2.5","1","30","6","1","1","1","52.747","78.86","79.452","28","6","6","7","6","6","6","6","6","2","6","7","7","6","6","6","6","7","none","3P529IW9KYLPLWEIMET27YQGNEELFU","3S4TINXCC0N4SG7542IWS580JUKBOS","8c5e5f9413f2c9bc","8","1.10"
"2019-02-26 10:08:57","2019-02-26 10:13:39","0","f5d674d33ecfd19d","100","281","1","2019-02-26 10:13:39","R_1gj4bi1fqZ3erZD","","","","",38.96,-77.34,"anonymous","EN","0","29","3","2","2.5","2.5","16","1","2.5","2.5","1","1","1","6","1","1","6","1","2.5","1","2.5","2.5","2.5","2.5","1","1","2.5","1","2.5","6","1","1","2.5","30","6","6","6","1","1.563","23.493","24.388","28","5","4","5","4","5","4","2","5","2","4","5","4","3","5","6","5","7","","31LM9EDVOLSVEY3ZHH02ZOMXLGVJNX","3S4TINXCC0N4SG7542IWS580JUKBOS","07e70c541aa885a6","8","1.10"
"2019-02-26 10:09:41","2019-02-26 10:13:40","0","1837edb5ae1ea7d1","100","238","1","2019-02-26 10:13:40","R_Wq85ZnGu9yB08wN","","","","",33.25,-111.63,"anonymous","EN","0","37","3","4","0.5","3","1","2.5","1","1","6","6","6","2.5","16","2.5","6","1","30","30","16","6","16","1","2.5","1","1","1","16","2.5","1","1","1","30","16","2.5","1","1","1.54","33.732","35.087","30","5","6","6","5","5","6","3","5","2","5","6","6","6","6","6","5","7","n/a","3CTOC39K37Q6BDBC1AJD3R07L1QJ7M","3S4TINXCC0N4SG7542IWS580JUKBOS","350e293a0d658686","8","1.10"
"2019-02-26 10:10:54","2019-02-26 10:14:01","0","4aa1f615837ec85d","100","187","1","2019-02-26 10:14:02","R_3Rn1C3HYT081g8h","","","","",38.47,-107.88,"anonymous","EN","1","27","2","3","0.25","3","6","1","1","1","30","1","1","1","1","1","6","1","1","16","1","2.5","2.5","1","1","1","1","1","1","1","1","1","1","30","2.5","1","1","1","3.878","25.884","27.417","28","5","6","3","5","5","5","3","7","2","6","6","5","3","7","7","7","7","I am doing a low carb diet, so cannot have much fruit due to the high carb counts, other than berries.","317HQ483I7SZJNJTZZF2NN7X816INK","3S4TINXCC0N4SG7542IWS580JUKBOS","8f09e0635477f9f4","8","1.10"
"2019-02-26 10:11:16","2019-02-26 10:14:10","0","b5cacced5c282275","100","174","1","2019-02-26 10:14:11","R_12bs6XKhaDrGmgs","","","","",29.74,-95.4,"anonymous","EN","0","29","4","3","1","1.5","2.5","2.5","6","6","6","1","1","6","1","1","6","1","1","16","1","2.5","2.5","1","2.5","6","16","1","1","2.5","2.5","2.5","1","30","2.5","2.5","2.5","1","3.033","25.108","25.73","27","5","5","6","3","4","2","1","4","2","4","5","6","6","5","5","3","7","","3RXPCZQMQPBI9P694OH154HEQNA1G4","3S4TINXCC0N4SG7542IWS580JUKBOS","51d0350b79ab8992","8","1.10"
"2019-02-26 10:04:26","2019-02-26 10:14:59","0","2c72b900e6c96348","100","633","1","2019-02-26 10:14:59","R_1JOYH2nGHbvxrcD","","","","",41.9,-87.62,"anonymous","EN","0","27","4","4","1","2","16","16","16","16","16","6","6","30","6","1","6","6","6","6","16","30","1","1","1","30","30","1","6","16","16","6","16","30","16","2.5","6","6","57.869","59.035","120.18","2","7","7","7","7","4","4","6","7","2","7","6","7","7","7","6","2","7","No","30LB5CDZNCAITHGWYX1QC6EAWLY0ZP","3S4TINXCC0N4SG7542IWS580JUKBOS","8766cbe1bc1394bb","8","1.10"
"2019-02-26 10:07:49","2019-02-26 10:15:48","0","556c1540d4e92f3f","100","478","1","2019-02-26 10:15:48","R_3pfq20a9dnoObHY","","","","",31.81,-86.62,"anonymous","EN","0","43","4","3","3","3","6","1","1","1","1","1","1","1","1","2.5","6","1","16","1","1","1","1","1","1","1","16","1","1","30","1","1","1","30","6","6","1","1","6.956","44.279","46.243","26","5","6","5","5","5","3","3","6","2","5","5","6","3","6","6","6","7","No","36WLNQG78ZAL29SA0QK2BD9BZJLBEF","3S4TINXCC0N4SG7542IWS580JUKBOS","39211b6661868ed2","8","1.10"
"2019-02-26 10:11:15","2019-02-26 10:15:49","0","31cc63ecb36fc805","100","273","1","2019-02-26 10:15:49","R_7UJte5yLLHJCZsB","","","","",44.46,-93.89,"anonymous","EN","0","34","3","4","3","4","1","2.5","6","6","6","6","1","6","1","1","6","1","2.5","16","2.5","2.5","6","1","1","6","6","1","1","16","1","6","1","30","6","2.5","2.5","1","2.86","35.664","36.917","28","1","5","5","3","3","6","3","5","2","2","5","3","5","6","6","4","7","","32ZKVD547FNISBCDB636SM5E8UVB3O","3S4TINXCC0N4SG7542IWS580JUKBOS","be7c3a5f13ce06d7","8","1.10"
"2019-02-26 10:08:35","2019-02-26 10:16:18","0","790234689a9a7c27","100","462","1","2019-02-26 10:16:19","R_3rVDsAIuKHTI9pn","","","","",32.8,-117.07,"anonymous","EN","1","65","3","6","1","2","2.5","2.5","2.5","1","2.5","1","1","1","2.5","1","6","1","1","2.5","2.5","6","6","1","2.5","2.5","6","1","2.5","6","1","6","1","30","1","1","2.5","1","4.34","55.974","57.594","26","4","6","5","4","4","6","2","3","2","4","5","3","5","5","5","2","7","no","3SB4CE2TJVVPPZEZPHAY4RACX7BAXS","3S4TINXCC0N4SG7542IWS580JUKBOS","b6cd6c0675009ad5","8","1.10"
"2019-02-26 10:08:40","2019-02-26 10:16:20","0","1a72189868fa9599","100","460","1","2019-02-26 10:16:20","R_3iDVIsaA2N4j4n0","","","","",33.91,-80.35,"anonymous","EN","1","28","3","2","1","0.5","1","1","1","1","2.5","1","1","1","1","1","6","1","1","1","1","1","1","1","16","6","1","1","1","1","2.5","16","1","30","16","2.5","2.5","16","246.433","273.46","274.21","27","2","5","6","6","6","6","5","6","2","5","6","5","7","6","3","3","7","","3YOH7BII0973XNIQ1TM5AKGNM8XVKP","3S4TINXCC0N4SG7542IWS580JUKBOS","3e59c20d4f59e68b","8","1.10"
"2019-02-26 10:13:18","2019-02-26 10:17:01","0","0b410ca7818eb90a","100","223","1","2019-02-26 10:17:02","R_xloMCEV16trJjH3","","","","",32.83,-109.63,"anonymous","EN","1","38","3","2","1","1.5","6","6","6","2.5","2.5","2.5","2.5","6","1","2.5","6","1","2.5","6","6","6","2.5","1","2.5","6","6","1","2.5","2.5","2.5","2.5","1","30","1","1","1","1","3.839","25.226","25.78","27","4","6","5","5","5","5","2","4","2","6","6","6","6","7","7","6","7","","34Z02EIMISDM757XS5C8QIDTBPC0T9","3S4TINXCC0N4SG7542IWS580JUKBOS","74a98a2bba067e07","8","1.10"
"2019-02-26 10:10:25","2019-02-26 10:17:40","0","20b6acb29eacbb31","100","435","1","2019-02-26 10:17:41","R_33jqdlmlZBLorHO","","","","",35.19,-80.74,"anonymous","EN","1","63","3","4","0.25","4","6","2.5","6","6","6","1","1","6","6","2.5","6","2.5","1","16","6","16","16","6","6","1","1","1","6","1","1","1","1","1","1","1","1","1","4.565","48.166","49.822","27","3","5","5","5","5","4","4","5","2","5","4","4","6","5","4","4","7","Well  the recommendation should really be to eat more vegetables and limited amounts of fruit, and especially fruit juice. Fruit is high in fructose and jacks your insulin levels up just like sugar does.","358UUM7WRZ3N91UP9FSM5IMYVIL7R3","3S4TINXCC0N4SG7542IWS580JUKBOS","7801d9a5dd5a300a","8","1.10"
"2019-02-26 10:15:36","2019-02-26 10:17:49","0","de133760cb532398","100","133","1","2019-02-26 10:17:50","R_3JeGNxYK9ADM5wC","","","","",32.71,-117.12,"anonymous","EN","1","22","3","6","2","1","6","1","1","1","6","1","1","1","1","1","6","1","1","6","6","16","16","1","1","2.5","16","1","1","16","6","6","1","30","6","6","2.5","1","1.3","23.156","23.581","30","4","4","5","5","4","4","4","5","2","4","5","5","5","6","6","5","7","","39L1G8WVWQRHFDUL99AHMAS5MI513W","3S4TINXCC0N4SG7542IWS580JUKBOS","201227d04c863ddc","8","1.10"
"2019-02-26 10:15:28","2019-02-26 10:18:00","0","e799d7b5539a631b","100","152","1","2019-02-26 10:18:01","R_3kA1dr8GZ1XIgSw","","","","",41.69,-72.93,"anonymous","EN","1","38","2","1","1","1","1","1","1","1","1","1","1","1","1","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","2.364","27.512","28.658","30","5","5","5","5","5","7","7","5","2","7","7","7","7","7","7","7","7","no comment","3TE22NPXPBCJP8A8W5Y2UDREC2B44X","3S4TINXCC0N4SG7542IWS580JUKBOS","e25bd3566e41e7d7","8","1.10"
